year,month,day,hour,generation,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,system size,normalized power
2022,9,4,23,0.0,13.3,13.3,9.5,77.76,0.0,0.0,None,0.0,0.0,6.8,3.6,93.6,1026.0,75.1,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,9,5,0,0.0,12.2,12.2,10.9,91.64,0.0,0.0,None,0.0,0.0,5.8,0.0,88.3,1025.8,91.1,6.7,0,0.0,0,10,Overcast,cloudy,33177099999.3339,852.0,0.0
2022,9,5,1,0.0,12.4,12.4,9.2,80.83,0.0,0.0,None,0.0,0.0,5.0,2.9,57.2,1026.0,87.5,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,9,5,2,0.0,11.3,11.3,8.9,85.17,0.0,0.0,None,0.0,0.0,7.6,4.3,30.3,1026.0,82.5,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,9,5,3,0.0,9.8,9.8,8.8,93.51,0.0,0.0,None,0.0,0.0,7.2,2.0,360.0,1026.3,62.2,6.7,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,9,5,4,0.0,10.9,10.9,8.5,85.13,0.0,0.0,None,0.0,0.0,5.0,2.5,70.2,1026.0,45.2,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,9,5,5,0.0,10.5,10.5,8.2,85.66,0.0,0.0,None,0.0,0.0,3.6,2.5,68.8,1026.0,12.3,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,9,5,6,0.0,8.4,8.4,7.4,93.44,0.0,0.0,None,0.0,0.0,2.9,2.0,330.0,1026.2,46.6,4.4,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,9,5,7,0.0,9.8,9.8,7.8,87.36,0.0,0.0,None,0.0,0.0,4.0,3.2,333.0,1026.0,50.0,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.0
2022,9,5,8,23.0,9.8,9.8,8.3,90.38,0.0,0.0,None,0.0,0.0,7.6,4.3,342.1,1027.0,24.7,24.1,13,0.0,0,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.02662037037037037
2022,9,5,9,101.0,12.2,12.2,10.0,86.44,0.0,0.0,None,0.0,0.0,12.2,4.0,30.0,1027.1,30.0,15.5,53,0.2,1,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.11854460093896714
2022,9,5,10,441.0,14.5,14.5,10.1,74.88,0.0,0.0,None,0.0,0.0,19.8,9.4,23.5,1027.0,63.3,24.1,300,1.1,3,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.5104166666666666
2022,9,5,11,470.0,15.4,15.4,10.1,70.67,0.0,0.0,None,0.0,0.0,20.9,10.4,33.8,1027.0,72.5,24.1,514,1.9,5,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.5439814814814815
2022,9,5,12,665.0,18.0,18.0,6.8,47.93,0.0,0.0,None,0.0,0.0,22.0,9.6,27.0,1027.0,60.0,15.5,647,2.3,6,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.7805164319248826
2022,9,5,13,476.0,17.8,17.8,7.6,51.24,0.0,0.0,None,0.0,0.0,21.6,10.8,43.6,1026.0,31.4,24.1,713,2.6,7,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.5509259259259259
2022,9,5,14,515.0,18.8,18.8,6.6,44.94,0.0,0.0,None,0.0,0.0,22.0,11.2,23.9,1026.0,34.4,24.1,698,2.5,7,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.5960648148148148
2022,9,5,15,262.0,18.7,18.7,6.0,43.44,0.0,0.0,None,0.0,0.0,22.0,11.2,17.0,1026.1,43.4,32.2,684,2.5,7,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.3075117370892019
2022,9,5,16,239.0,19.4,19.4,2.6,32.73,0.0,0.0,None,0.0,0.0,23.0,11.9,7.5,1026.0,21.7,24.1,545,2.0,5,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.27662037037037035
2022,9,5,17,241.0,18.8,18.8,3.5,36.22,0.0,0.0,None,0.0,0.0,23.0,11.5,9.8,1026.0,24.4,24.1,484,1.7,5,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.2789351851851852
2022,9,5,18,172.0,18.1,18.1,4.9,41.95,0.0,0.0,None,0.0,0.0,22.3,9.6,10.0,1025.6,48.9,32.2,345,1.2,3,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.20187793427230047
2022,9,5,19,86.0,16.8,16.8,5.1,45.95,0.0,0.0,None,0.0,0.0,18.7,5.4,7.2,1026.0,24.7,24.1,179,0.6,2,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.09953703703703703
2022,9,5,20,15.0,14.4,14.4,5.7,55.87,0.0,0.0,None,0.0,0.0,9.4,5.0,7.6,1026.0,33.9,24.1,33,0.1,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.017361111111111112
2022,9,5,21,0.0,13.0,13.0,5.8,61.52,0.0,0.0,None,0.0,0.0,9.4,1.6,50.0,1026.4,40.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,9,5,22,0.0,12.6,12.6,4.5,57.78,0.0,0.0,None,0.0,0.0,11.2,6.5,35.7,1026.0,31.5,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,9,5,23,0.0,11.6,11.6,4.7,62.58,0.0,0.0,None,0.0,0.0,11.2,6.1,44.3,1026.0,15.9,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,9,6,0,0.0,9.6,9.6,3.8,67.22,0.0,0.0,None,0.0,0.0,11.5,3.2,80.0,1026.8,60.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,9,6,1,0.0,10.0,9.5,4.4,68.16,0.0,0.0,None,0.0,0.0,11.9,5.8,58.2,1027.0,6.1,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,9,6,2,0.0,9.1,8.7,4.3,71.9,0.0,0.0,None,0.0,0.0,9.7,5.0,60.8,1027.0,17.7,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,9,6,3,0.0,7.4,7.4,4.2,79.96,0.0,0.0,None,0.0,0.0,8.3,0.0,67.6,1026.9,40.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,9,6,4,0.0,7.4,7.4,4.2,80.13,0.0,0.0,None,0.0,0.0,7.2,4.3,69.6,1027.0,1.0,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,9,6,5,0.0,6.9,6.9,4.0,81.77,0.0,0.0,None,0.0,0.0,7.2,4.3,71.9,1027.0,0.0,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,9,6,6,0.0,4.7,4.7,2.7,86.82,0.0,0.0,None,0.0,0.0,7.2,0.0,75.4,1026.7,40.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,9,6,7,1.0,6.0,6.0,3.6,84.58,0.0,0.0,None,0.0,0.0,6.5,4.0,65.8,1026.0,0.0,24.1,1,0.0,0,10,Clear,clear-day,remote,864.0,0.0011574074074074073
2022,9,6,8,30.0,7.1,7.1,4.2,81.8,0.0,0.0,None,0.0,0.0,5.8,3.2,51.4,1027.0,0.0,24.1,73,0.3,1,10,Clear,clear-day,remote,864.0,0.034722222222222224
2022,9,6,9,196.0,10.5,10.5,6.5,76.38,0.0,0.0,None,0.0,0.0,10.8,4.0,50.0,1026.3,30.0,15.5,232,0.8,2,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.2300469483568075
2022,9,6,10,386.0,12.7,12.7,5.1,59.86,0.0,0.0,None,0.0,0.0,14.8,7.2,49.5,1027.0,23.1,24.1,396,1.4,4,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.44675925925925924
2022,9,6,11,601.0,14.5,14.5,4.9,52.51,0.0,0.0,None,0.0,0.0,16.9,8.3,46.9,1026.0,30.6,24.1,542,2.0,5,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.6956018518518519
2022,9,6,12,650.0,15.9,15.9,3.6,43.7,0.0,0.0,None,0.0,0.0,21.2,11.2,31.0,1025.9,35.5,32.2,654,2.4,7,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.7629107981220657
2022,9,6,13,818.0,16.0,16.0,2.8,41.14,0.0,0.0,None,0.0,0.0,22.0,11.2,47.3,1025.0,64.4,24.1,720,2.6,7,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.9467592592592593
2022,9,6,14,782.0,16.4,16.4,2.5,39.26,0.0,0.0,None,0.0,0.0,22.0,10.4,53.4,1025.0,55.2,24.1,737,2.7,7,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.9050925925925926
2022,9,6,15,815.0,17.5,17.5,3.6,39.69,0.0,0.0,None,0.0,0.0,20.5,11.2,22.0,1024.6,40.0,32.2,704,2.5,7,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.9565727699530516
2022,9,6,16,663.0,17.6,17.6,2.0,35.11,0.0,0.0,None,0.0,0.0,20.9,10.8,52.8,1024.0,29.1,24.1,621,2.2,6,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.7673611111111112
2022,9,6,17,495.0,17.2,17.2,1.9,35.75,0.0,0.0,None,0.0,0.0,21.2,10.4,59.9,1024.0,32.1,24.1,497,1.8,5,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.5729166666666666
2022,9,6,18,374.0,16.9,16.9,2.3,37.34,0.0,0.0,None,0.0,0.0,20.2,7.6,68.0,1023.5,40.0,32.2,343,1.2,3,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.43896713615023475
2022,9,6,19,166.0,15.1,15.1,2.1,41.46,0.0,0.0,None,0.0,0.0,17.6,7.9,69.4,1024.0,3.8,24.1,175,0.6,2,10,Clear,clear-day,remote,864.0,0.19212962962962962
2022,9,6,20,21.0,12.1,12.1,3.5,55.66,0.0,0.0,None,0.0,0.0,14.4,7.6,74.6,1024.0,0.0,24.1,31,0.1,0,10,Clear,clear-night,remote,864.0,0.024305555555555556
2022,9,6,21,0.0,10.5,10.5,4.4,66.02,0.0,0.0,None,0.0,0.0,13.3,1.6,30.0,1024.0,34.5,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,9,6,22,0.0,9.4,8.8,3.7,67.56,0.0,0.0,None,0.0,0.0,10.4,5.8,73.0,1024.0,7.6,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,9,6,23,0.0,8.4,7.7,3.8,72.79,0.0,0.0,None,0.0,0.0,10.1,5.8,79.4,1024.0,72.7,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,9,7,0,0.0,7.1,7.1,1.4,67.48,0.0,0.0,None,0.0,0.0,10.1,3.2,90.0,1024.4,43.4,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,9,7,1,0.0,6.8,5.7,3.5,79.49,0.0,0.0,None,0.0,0.0,10.4,6.1,97.5,1025.0,19.4,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,9,7,2,0.0,6.2,4.9,3.4,82.25,0.0,0.0,None,0.0,0.0,10.8,6.5,94.3,1025.0,21.6,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,9,7,3,0.0,4.2,4.2,1.0,80.0,0.0,0.0,None,0.0,0.0,11.2,0.0,89.8,1023.8,30.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,9,7,4,0.0,5.1,3.6,3.3,88.14,0.0,0.0,None,0.0,0.0,11.9,6.5,91.3,1024.0,0.0,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,9,7,5,0.0,4.7,3.2,3.0,88.73,0.0,0.0,None,0.0,0.0,11.5,6.5,86.3,1023.0,0.0,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,9,7,6,0.0,2.5,2.5,1.0,90.2,0.0,0.0,None,0.0,0.0,11.2,0.0,79.0,1022.8,40.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,9,7,7,1.0,4.2,2.6,2.7,89.96,0.0,0.0,None,0.0,0.0,11.5,6.5,72.4,1023.0,0.0,24.1,1,0.0,0,10,Clear,clear-day,remote,864.0,0.0011574074074074073
2022,9,7,8,45.0,5.8,4.2,3.1,82.79,0.0,0.0,None,0.0,0.0,12.6,7.2,78.9,1023.0,0.0,24.1,73,0.3,1,10,Clear,clear-day,remote,864.0,0.052083333333333336
2022,9,7,9,225.0,9.0,8.6,2.6,64.27,0.0,0.0,None,0.0,0.0,18.7,5.2,92.0,1021.8,60.0,10.0,237,0.9,2,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.2640845070422535
2022,9,7,10,450.0,11.7,11.7,3.7,57.96,0.0,0.0,None,0.0,0.0,24.5,12.6,98.5,1022.0,0.0,24.1,404,1.5,4,10,Clear,clear-day,remote,864.0,0.5208333333333334
2022,9,7,11,635.0,14.1,14.1,4.4,52.03,0.0,0.0,None,0.0,0.0,24.1,12.2,103.3,1021.0,0.0,24.1,550,2.0,6,10,Clear,clear-day,remote,864.0,0.7349537037037037
2022,9,7,12,756.0,17.0,17.0,4.7,44.12,0.0,0.0,None,0.0,0.0,23.4,8.8,83.0,1020.8,40.0,32.2,660,2.4,7,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.8873239436619719
2022,9,7,13,594.0,17.4,17.4,6.0,47.09,0.0,0.0,None,0.0,0.0,22.3,10.8,93.4,1020.0,0.0,24.1,726,2.6,7,10,Clear,clear-day,remote,864.0,0.6875
2022,9,7,14,611.0,18.5,18.5,6.5,45.48,0.0,0.0,None,0.0,0.0,21.2,10.4,92.6,1020.0,2.6,24.1,741,2.7,7,10,Clear,clear-day,remote,864.0,0.7071759259259259
2022,9,7,15,747.0,19.8,19.8,4.9,37.66,0.0,0.0,None,0.0,0.0,20.5,5.2,132.0,1019.2,40.0,32.2,705,2.5,7,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.8767605633802817
2022,9,7,16,753.0,20.7,20.7,6.0,38.33,0.0,0.0,None,0.0,0.0,17.3,5.4,121.1,1018.0,10.7,24.1,619,2.2,6,10,Clear,clear-day,remote,864.0,0.8715277777777778
2022,9,7,17,563.0,20.6,20.6,6.1,38.83,0.0,0.0,None,0.0,0.0,12.2,4.7,112.5,1018.0,10.5,24.1,494,1.8,5,10,Clear,clear-day,remote,864.0,0.6516203703703703
2022,9,7,18,386.0,19.9,19.9,4.8,37.11,0.0,0.0,None,0.0,0.0,10.4,5.2,16.0,1018.4,30.0,32.2,338,1.2,3,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.45305164319248825
2022,9,7,19,165.0,18.6,18.6,7.2,47.42,0.0,0.0,None,0.0,0.0,9.4,5.0,49.3,1018.0,7.0,24.1,169,0.6,2,10,Clear,clear-day,remote,864.0,0.1909722222222222
2022,9,7,20,15.0,15.5,15.5,7.2,57.71,0.0,0.0,None,0.0,0.0,9.0,4.7,41.0,1018.0,0.0,24.1,28,0.1,0,10,Clear,clear-night,remote,864.0,0.017361111111111112
2022,9,7,21,0.0,12.3,12.3,6.4,67.3,0.0,0.0,None,0.0,0.0,9.0,2.0,50.0,1019.0,0.0,10.0,0,0.0,0,10,Clear,clear-night,33177099999.3339,852.0,0.0
2022,9,7,22,0.0,12.3,12.3,4.9,60.6,0.0,0.0,None,0.0,0.0,9.4,5.8,42.5,1019.0,0.0,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,9,7,23,0.0,11.4,11.4,4.5,62.53,0.0,0.0,None,0.0,0.0,9.7,5.8,58.8,1019.0,40.3,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,9,8,0,0.0,8.1,8.1,1.7,63.94,0.0,0.0,None,0.0,0.0,10.8,3.2,90.0,1019.6,30.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,9,8,1,0.0,10.0,9.3,4.2,67.21,0.0,0.0,None,0.0,0.0,11.5,6.5,69.3,1019.0,74.3,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,9,8,2,0.0,9.4,8.6,4.1,69.49,0.0,0.0,None,0.0,0.0,11.5,6.5,77.6,1019.0,32.9,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,9,8,3,0.0,7.5,7.5,2.2,69.35,0.0,0.0,None,0.0,0.0,11.5,1.6,90.0,1019.2,40.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,9,8,4,0.0,8.3,7.2,4.5,76.97,0.0,0.0,None,0.0,0.0,11.9,6.8,77.7,1018.0,13.3,24.1,0,0.0,0,10,Clear,clear-night,remote,864.0,0.0
2022,9,8,5,0.0,8.0,6.9,4.5,78.56,0.0,0.0,None,0.0,0.0,11.9,6.8,74.8,1018.0,30.2,24.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,remote,864.0,0.0
2022,9,8,6,0.0,4.9,4.9,3.0,87.58,0.0,0.0,None,0.0,0.0,12.2,0.0,73.4,1019.1,43.4,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,9,8,7,2.0,7.5,6.2,4.1,79.03,0.0,0.0,None,0.0,0.0,12.6,7.2,81.5,1018.0,6.5,24.1,1,0.0,0,10,Clear,clear-day,remote,864.0,0.0023148148148148147
2022,9,8,8,44.0,9.0,7.7,4.1,71.38,0.0,0.0,None,0.0,0.0,15.1,8.3,82.4,1019.0,13.3,24.1,65,0.2,1,10,Clear,clear-day,remote,864.0,0.05092592592592592
2022,9,8,9,229.0,11.8,11.8,5.0,63.39,0.0,0.0,None,0.0,0.0,21.6,7.2,82.0,1018.7,60.0,10.0,184,0.7,2,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.2687793427230047
2022,9,8,10,455.0,14.4,14.4,4.0,49.62,0.0,0.0,None,0.0,0.0,29.2,15.1,94.4,1019.0,31.4,24.1,320,1.2,3,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.5266203703703703
2022,9,8,11,630.0,16.8,16.8,4.3,43.45,0.0,0.0,None,0.0,0.0,30.2,15.5,98.3,1018.0,41.5,24.1,502,1.8,5,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.7291666666666666
2022,9,8,12,750.0,19.2,19.2,8.9,51.54,0.0,0.0,None,0.0,0.0,30.2,14.4,99.0,1017.9,40.0,15.5,594,2.1,6,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.8802816901408451
2022,9,8,13,812.0,20.6,20.6,5.2,36.48,0.0,0.0,None,0.0,0.0,30.2,15.1,99.2,1018.0,11.3,24.1,694,2.5,7,10,Clear,clear-day,remote,864.0,0.9398148148148148
2022,9,8,14,822.0,21.6,21.6,5.6,35.27,0.0,0.0,None,0.0,0.0,28.8,14.4,100.6,1017.0,51.3,24.1,708,2.5,7,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.9513888888888888
2022,9,8,15,786.0,21.8,21.8,9.7,46.34,0.0,0.0,None,0.0,0.0,28.8,14.4,118.0,1016.7,51.1,15.5,671,2.4,7,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.9225352112676056
2022,9,8,16,706.0,22.2,22.2,4.8,32.17,0.0,0.0,None,0.0,0.0,31.7,16.6,96.7,1017.0,65.7,24.1,588,2.1,6,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.8171296296296297
2022,9,8,17,564.0,21.9,21.9,4.7,32.53,0.0,0.0,None,0.0,0.0,31.7,16.9,98.5,1017.0,67.9,24.1,464,1.7,5,10,Partially cloudy,partly-cloudy-day,remote,864.0,0.6527777777777778
2022,9,8,18,378.0,21.2,21.2,10.0,48.75,0.0,0.0,None,0.0,0.0,31.7,11.2,118.0,1016.2,71.1,15.5,313,1.1,3,10,Partially cloudy,partly-cloudy-day,33177099999.3339,852.0,0.44366197183098594
2022,9,8,19,158.0,20.0,20.0,4.8,36.82,0.0,0.0,None,0.0,0.0,29.2,13.0,94.8,1017.0,90.9,24.1,117,0.4,1,10,Overcast,cloudy,remote,864.0,0.18287037037037038
2022,9,8,20,17.0,18.2,18.2,4.9,41.48,0.0,0.0,None,0.0,0.0,23.0,13.0,83.4,1017.0,100.0,24.1,18,0.1,0,10,Overcast,cloudy,remote,864.0,0.019675925925925927
2022,9,8,21,0.0,16.4,16.4,8.8,60.81,0.0,0.0,None,0.0,0.0,26.3,7.2,79.0,1016.4,84.5,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,33177099999.3339,852.0,0.0
2022,9,8,22,0.0,16.5,16.5,4.1,43.67,0.1,100.0,rain,0.0,0.0,27.4,15.1,88.4,1017.0,100.0,24.1,0,0.0,0,10,"Rain, Overcast",rain,remote,864.0,0.0
2022,9,8,23,0.0,15.8,15.8,3.6,44.09,0.0,0.0,None,0.0,0.0,27.4,14.4,90.0,1017.0,100.0,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,9,9,0,0.0,15.7,15.7,9.7,67.58,0.0,0.0,None,0.0,0.0,28.8,10.8,104.0,1016.2,95.5,10.0,0,0.0,0,10,Overcast,cloudy,33177099999.3339,852.0,0.0
2022,9,9,1,0.0,15.1,15.1,3.4,45.47,0.0,0.0,None,0.0,0.0,30.2,16.6,102.0,1017.0,100.0,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,9,9,2,0.0,14.0,14.0,5.1,54.99,0.0,0.0,None,0.0,0.0,30.2,14.8,100.5,1017.0,100.0,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,9,9,3,0.0,13.0,13.0,7.0,66.92,0.0,0.0,rain,0.0,0.0,31.0,16.2,91.9,1017.0,100.0,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,9,9,4,0.0,12.1,12.1,7.9,75.49,0.0,0.0,rain,0.0,0.0,32.8,17.6,95.9,1017.0,100.0,23.4,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,9,9,5,0.0,11.4,11.4,8.3,81.24,0.0,0.0,rain,0.0,0.0,34.6,16.9,96.1,1016.0,100.0,12.8,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,9,9,6,0.0,12.7,12.7,9.5,80.44,0.0,0.0,rain,0.0,0.0,35.6,14.8,106.0,1015.3,100.0,6.7,0,0.0,0,10,Overcast,cloudy,33177099999.3339,852.0,0.0
2022,9,9,7,1.0,10.8,10.8,8.6,86.28,0.0,0.0,rain,0.0,0.0,39.6,21.2,101.6,1015.0,100.0,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0011574074074074073
2022,9,9,8,42.0,11.0,11.0,8.5,84.56,0.0,0.0,rain,0.0,0.0,40.3,22.0,105.7,1015.0,100.0,24.1,3,0.0,0,10,Overcast,cloudy,remote,864.0,0.04861111111111111
2022,9,9,9,222.0,12.2,12.2,10.2,87.9,11.427,100.0,rain,0.0,0.0,40.3,9.2,64.0,1015.5,100.0,6.7,10,0.0,0,10,"Rain, Overcast",rain,33177099999.3339,852.0,0.2605633802816901
2022,9,9,10,425.0,11.6,11.6,9.4,86.36,0.0,0.0,rain,0.0,0.0,32.4,17.3,107.3,1016.0,100.0,16.1,20,0.1,0,10,Overcast,cloudy,remote,864.0,0.49189814814814814
2022,9,9,11,610.0,11.8,11.8,10.0,88.73,0.0,0.0,rain,0.0,0.0,32.8,15.8,110.0,1016.0,100.0,21.2,22,0.1,0,10,Overcast,cloudy,remote,864.0,0.7060185185185185
2022,9,9,12,726.0,13.2,13.2,11.1,87.02,0.0,0.0,rain,0.0,0.0,32.4,11.2,118.0,1016.0,100.0,15.5,63,0.2,1,10,Overcast,cloudy,33177099999.3339,852.0,0.852112676056338
2022,9,9,13,797.0,13.4,13.4,11.2,86.54,0.0,0.0,rain,0.0,0.0,33.8,15.1,118.5,1016.0,100.0,6.9,33,0.1,0,10,Overcast,cloudy,remote,864.0,0.9224537037037037
2022,9,9,14,799.0,14.2,14.2,11.4,83.25,0.0,0.0,rain,0.0,0.0,33.8,14.8,126.8,1016.0,100.0,14.6,14,0.1,0,10,Overcast,cloudy,remote,864.0,0.9247685185185185
2022,9,9,15,765.0,14.3,14.3,12.1,86.62,0.0,0.0,rain,0.0,0.0,28.1,14.0,115.9,1017.0,100.0,15.3,20,0.1,0,10,Overcast,cloudy,remote,864.0,0.8854166666666666
2022,9,9,16,658.0,14.6,14.6,12.3,86.09,0.0,0.0,rain,0.0,0.0,28.4,15.5,121.4,1017.0,98.3,23.8,25,0.1,0,10,Overcast,cloudy,remote,864.0,0.7615740740740741
2022,9,9,17,498.0,14.4,14.4,12.3,87.21,0.0,0.0,None,0.0,0.0,28.4,12.6,84.4,1016.0,98.3,24.1,51,0.2,1,10,Overcast,cloudy,remote,864.0,0.5763888888888888
2022,9,9,18,311.0,13.9,13.9,12.7,92.54,0.0,0.0,None,0.0,0.0,26.6,9.6,55.0,1016.7,100.0,6.7,55,0.2,1,10,Overcast,cloudy,33177099999.3339,852.0,0.36502347417840375
2022,9,9,19,81.0,13.5,13.5,11.4,87.12,0.0,0.0,None,0.0,0.0,28.4,14.8,98.3,1017.0,98.8,24.1,66,0.2,1,10,Overcast,cloudy,remote,864.0,0.09375
2022,9,9,20,12.0,13.1,13.1,11.1,87.66,0.0,0.0,None,0.0,0.0,27.0,12.6,96.5,1017.0,95.4,24.1,5,0.0,0,10,Overcast,cloudy,remote,864.0,0.013888888888888888
2022,9,9,21,0.0,13.2,13.2,12.3,94.21,1.555,100.0,rain,0.0,0.0,23.4,9.6,87.0,1017.4,100.0,5.3,0,0.0,0,10,"Rain, Overcast",rain,33177099999.3339,852.0,0.0
2022,9,9,22,0.0,12.4,12.4,10.7,89.37,0.0,0.0,None,0.0,0.0,22.3,12.2,88.7,1017.0,100.0,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,9,9,23,0.0,12.4,12.4,10.7,89.37,0.0,0.0,None,0.0,0.0,22.3,11.5,89.2,1017.0,100.0,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,9,10,0,0.0,13.2,13.2,12.3,94.35,0.0,0.0,None,0.0,0.0,22.0,4.0,110.0,1017.2,100.0,7.8,0,0.0,0,10,Overcast,cloudy,33177099999.3339,852.0,0.0
2022,9,10,1,0.0,12.4,12.4,11.0,91.17,0.0,0.0,None,0.0,0.0,20.9,11.2,90.4,1017.0,100.0,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
2022,9,10,2,0.0,12.5,12.5,11.1,91.18,0.0,0.0,None,0.0,0.0,19.8,10.8,89.8,1016.0,100.0,24.1,0,0.0,0,10,Overcast,cloudy,remote,864.0,0.0
